

Time (s)	Laser Channel	Temperature	Aux In	
69.809190	88.000000	0.305177	0.000000
69.814190	88.000000	0.298695	0.000000
69.819190	88.000000	0.301171	0.000000
69.824190	88.000000	0.312907	0.000000
69.829190	88.000000	0.307800	0.000000
69.834190	88.000000	0.298411	0.000000
69.839190	88.000000	0.312894	0.000000
69.844190	88.000000	0.302562	0.000000
69.849190	88.000000	0.305027	0.000000
69.854190	88.000000	0.306559	0.000000
69.859190	88.000000	0.312894	0.000000
69.864190	88.000000	0.298986	0.000000
69.869190	88.000000	0.303788	0.000000
69.874190	88.000000	0.302703	0.000000
69.879190	88.000000	0.309182	0.000000
69.884190	88.000000	0.300075	0.000000
69.889190	88.000000	0.306416	0.000000
69.894190	88.000000	0.302699	0.000000
69.899190	88.000000	0.306410	0.000000
69.904190	88.000000	0.306710	0.000000
69.909190	88.000000	0.314133	0.000000
69.914190	88.000000	0.302407	0.000000
69.919190	88.000000	0.301025	0.000000
69.924190	88.000000	0.306560	0.000000
69.929190	88.000000	0.307794	0.000000
69.934190	88.000000	0.302695	0.000000
69.939190	88.000000	0.300072	0.000000
69.944190	88.000000	0.302697	0.000000
69.949190	88.000000	0.302695	0.000000
69.954190	88.000000	0.299928	0.000000
69.959190	88.000000	0.304085	0.000000
69.964190	88.000000	0.310275	0.000000
69.969190	88.000000	0.303934	0.000000
69.974190	88.000000	0.307795	0.000000
69.979190	88.000000	0.307941	0.000000
69.984190	88.000000	0.301601	0.000000
69.989190	88.000000	0.305321	0.000000
69.994190	88.000000	0.305175	0.000000
69.999190	88.000000	0.306568	0.000000
70.004190	88.000000	0.305317	0.000000
70.009190	88.000000	0.307944	0.000000
70.014190	88.000000	0.299944	0.000000
70.019190	88.000000	0.292364	0.000000
70.024190	88.000000	0.305173	0.000000
70.029190	88.000000	0.300075	0.000000
70.034190	88.000000	0.303789	0.000000
70.039190	88.000000	0.307938	0.000000
70.044190	88.000000	0.300218	0.000000
70.049190	88.000000	0.303934	0.000000
70.054190	88.000000	0.302552	0.000000
70.059190	88.000000	0.303938	0.000000
70.064190	88.000000	0.298553	0.000000
70.069190	88.000000	0.302842	0.000000
70.074190	88.000000	0.301323	0.000000
70.079190	88.000000	0.305173	0.000000
70.084190	88.000000	0.298835	0.000000
70.089190	88.000000	0.309037	0.000000
70.094190	88.000000	0.297458	0.000000
70.099190	88.000000	0.303793	0.000000
70.104190	88.000000	0.302699	0.000000
70.109190	88.000000	0.306562	0.000000
70.114190	88.000000	0.301318	0.000000
70.119190	88.000000	0.300218	0.000000
70.124190	88.000000	0.302410	0.000000
70.129190	88.000000	0.308090	0.000000
70.134190	88.000000	0.300217	0.000000
70.139190	88.000000	0.302707	0.000000
70.144190	88.000000	0.305172	0.000000
70.149190	88.000000	0.301311	0.000000
70.154190	88.000000	0.304082	0.000000
70.159190	88.000000	0.306565	0.000000
70.164190	88.000000	0.300075	0.000000
70.169190	88.000000	0.304078	0.000000
70.174190	88.000000	0.310419	0.000000
70.179190	88.000000	0.304226	0.000000
70.184190	88.000000	0.300074	0.000000
